"['Stock: XL', 'Net: 11.47', 'Percent Gain: 93.56%']"
"['Stock: ADI', 'Net: 32.07', 'Percent Gain: 27.73%']"
"['Stock: NTAP', 'Net: 14.63', 'Percent Gain: 28.35%']"
"['Stock: AYI', 'Net: -23.81', 'Percent Gain: -16.43%']"
"['Stock: DLR', 'Net: 18.12', 'Percent Gain: -100.0%']"
"['Stock: NSC', 'Net: 47.05', 'Percent Gain: 24.69%']"
"['Stock: ARNC', 'Net: 0.0', 'Percent Gain: 0%']"
"['Stock: ALK', 'Net: 5.63', 'Percent Gain: 12.14%']"
"['Stock: DRE', 'Net: 0.79', 'Percent Gain: 2.02%']"
"['Stock: PKG', 'Net: 39.15', 'Percent Gain: 39.64%']"
"['Stock: BAC', 'Net: -4.07', 'Percent Gain: -11.84%']"
"['Stock: GOOG', 'Net: 415.85', 'Percent Gain: 31.13%']"
"['Stock: PSX', 'Net: -2.24', 'Percent Gain: -3.1%']"
"['Stock: BXP', 'Net: -8.77', 'Percent Gain: -8.49%']"
"['Stock: ABC', 'Net: -3.04', 'Percent Gain: -100.0%']"
"['Stock: PEG', 'Net: 2.28', 'Percent Gain: 4.07%']"
"['Stock: CAH', 'Net: -11.02', 'Percent Gain: -17.06%']"
"['Stock: REGN', 'Net: 168.96', 'Percent Gain: -100.0%']"
"['Stock: AIV', 'Net: 0.59', 'Percent Gain: 12.58%']"
"['Stock: CF', 'Net: -2.91', 'Percent Gain: -6.99%']"
"['Stock: FLS', 'Net: 2.65', 'Percent Gain: 7.75%']"
"['Stock: AZO', 'Net: 5.87', 'Percent Gain: 0.5%']"
"['Stock: CSCO', 'Net: -5.49', 'Percent Gain: -10.93%']"
"['Stock: GE', 'Net: 0.76', 'Percent Gain: 7.57%']"
"['Stock: BIIB', 'Net: 11.14', 'Percent Gain: -100.0%']"
"['Stock: CXO', 'Net: -9.32', 'Percent Gain: -13.77%']"
"['Stock: SBUX', 'Net: 12.26', 'Percent Gain: 12.94%']"
"['Stock: CVS', 'Net: -7.3', 'Percent Gain: -9.66%']"
"['Stock: DISCK', 'Net: -0.43', 'Percent Gain: -1.62%']"
"['Stock: FTI', 'Net: -1.45', 'Percent Gain: -13.36%']"
"['Stock: HRL', 'Net: -5.66', 'Percent Gain: -100.0%']"
"['Stock: CHD', 'Net: -16.76', 'Percent Gain: -100.0%']"
"['Stock: ETFC', 'Net: -11.22', 'Percent Gain: -18.55%']"
"['Stock: FOX', 'Net: -7.46', 'Percent Gain: -20.53%']"
"['Stock: CTSH', 'Net: 12.38', 'Percent Gain: 17.8%']"
"['Stock: IBM', 'Net: -53.3', 'Percent Gain: -29.75%']"
"['Stock: UNM', 'Net: -3.66', 'Percent Gain: -13.76%']"
"['Stock: EFX', 'Net: 22.34', 'Percent Gain: 13.1%']"
"['Stock: JNJ', 'Net: -4.07', 'Percent Gain: -2.52%']"
"['Stock: COTY', 'Net: -1.99', 'Percent Gain: -22.09%']"
"['Stock: FFIV', 'Net: 31.1', 'Percent Gain: 21.47%']"
"['Stock: WBA', 'Net: -1.55', 'Percent Gain: -3.74%']"
"['Stock: LB', 'Net: 5.39', 'Percent Gain: 16.95%']"
"['Stock: XRAY', 'Net: -8.84', 'Percent Gain: -14.44%']"
"['Stock: FL', 'Net: -0.84', 'Percent Gain: -2.03%']"
"['Stock: WYNN', 'Net: -16.87', 'Percent Gain: -13.01%']"
"['Stock: GM', 'Net: 0.96', 'Percent Gain: 2.36%']"
"['Stock: MTB', 'Net: -17.85', 'Percent Gain: -12.3%']"
"['Stock: HSIC', 'Net: -20.89', 'Percent Gain: -23.81%']"
"['Stock: HCA', 'Net: 30.93', 'Percent Gain: 23.16%']"
"['Stock: EMR', 'Net: 5.39', 'Percent Gain: 7.19%']"
"['Stock: MRK', 'Net: -2.36', 'Percent Gain: -2.8%']"
"['Stock: HUM', 'Net: -6.91', 'Percent Gain: -100.0%']"
"['Stock: ETN', 'Net: 24.9', 'Percent Gain: 26.14%']"
"['Stock: EXPE', 'Net: 20.16', 'Percent Gain: 17.96%']"
"['Stock: MCO', 'Net: -7.12', 'Percent Gain: -2.39%']"
"['Stock: FISV', 'Net: -4.39', 'Percent Gain: -3.71%']"
"['Stock: IPG', 'Net: -0.02', 'Percent Gain: -0.08%']"
"['Stock: EQR', 'Net: -6.48', 'Percent Gain: -9.85%']"
"['Stock: NWSA', 'Net: 2.87', 'Percent Gain: 19.01%']"
"['Stock: JNPR', 'Net: -4.67', 'Percent Gain: -17.18%']"
"['Stock: IT', 'Net: -14.25', 'Percent Gain: -8.17%']"
"['Stock: FAST', 'Net: 11.21', 'Percent Gain: 29.8%']"
"['Stock: NUE', 'Net: 2.63', 'Percent Gain: 5.2%']"
"['Stock: LRCX', 'Net: 189.69', 'Percent Gain: 67.13%']"
"['Stock: HBI', 'Net: -0.13', 'Percent Gain: -100.0%']"
"['Stock: FTV', 'Net: 3.52', 'Percent Gain: 5.23%']"
"['Stock: PNR', 'Net: 14.57', 'Percent Gain: 37.82%']"
"['Stock: MRO', 'Net: -1.45', 'Percent Gain: -17.86%']"
"['Stock: HD', 'Net: 14.57', 'Percent Gain: 5.8%']"
"['Stock: GILD', 'Net: -11.06', 'Percent Gain: -100.0%']"
"['Stock: PPG', 'Net: 37.89', 'Percent Gain: 35.63%']"
"['Stock: MGM', 'Net: 6.56', 'Percent Gain: 26.29%']"
"['Stock: INTC', 'Net: -17.62', 'Percent Gain: -100.0%']"
"['Stock: PWR', 'Net: 27.48', 'Percent Gain: 61.7%']"
"['Stock: HP', 'Net: -2.18', 'Percent Gain: -8.6%']"
"['Stock: MSI', 'Net: -4.4', 'Percent Gain: -2.52%']"
"['Stock: JBHT', 'Net: 30.86', 'Percent Gain: 29.17%']"
"['Stock: HII', 'Net: -18.95', 'Percent Gain: -10.0%']"
"['Stock: ROK', 'Net: 45.49', 'Percent Gain: 22.16%']"
"['Stock: NLSN', 'Net: 1.05', 'Percent Gain: 5.3%']"
"['Stock: KHC', 'Net: -1.14', 'Percent Gain: -3.18%']"
"['Stock: INTU', 'Net: 69.15', 'Percent Gain: 22.26%']"
"['Stock: OXY', 'Net: -4.31', 'Percent Gain: -19.94%']"
"['Stock: SIG', 'Net: 6.16', 'Percent Gain: 29.18%']"
"['Stock: LOW', 'Net: 32.16', 'Percent Gain: 25.06%']"
"['Stock: PKI', 'Net: 26.99', 'Percent Gain: 23.17%']"
"['Stock: MCK', 'Net: 2.05', 'Percent Gain: 1.19%']"
"['Stock: UAA', 'Net: 0.06', 'Percent Gain: 0.35%']"
"['Stock: VRSN', 'Net: -29.74', 'Percent Gain: -12.08%']"
"['Stock: WFC', 'Net: -1.08', 'Percent Gain: -3.45%']"
